;------------------------------------------------------------
";	差し替え"
;------------------------------------------------------------
;主な仕様は顔.csvまたは立絵.csvを参照

;?リソース定義規則
;顔絵の種類(ファイル名違い)_服装(Yの段落振り)_表情(Xの段落振り)_角色ID_差分

;リソース名,元ファイル名,x,y,width,height
別顔2_裸_笑顔_93,93_isaac.webp,500,440,200,200
別顔2_裸_憤怒_93,93_isaac.webp,900,440,200,200
;差分

;------------------------------------------------------------
;94_弁弁
;------------------------------------------------------------
;服
別顔2_服_通常_94,94_isaac.webp,100,40,200,200
別顔2_服_笑顔_94,94_isaac.webp,500,40,200,200
別顔2_服_憤怒_94,94_isaac.webp,900,40,200,200
;裸
別顔2_裸_通常_94,94_isaac.webp,100,440,200,200
別顔2_裸_笑顔_94,94_isaac.webp,500,440,200,200
別顔2_裸_憤怒_94,94_isaac.webp,900,440,200,200
;差分

;------------------------------------------------------------
;95_八橋
;------------------------------------------------------------
;服
別顔_服_通常_95,95_isaac.webp,100,40,200,200
別顔_服_笑顔_95,95_isaac.webp,500,40,200,200
別顔_服_憤怒_95,95_isaac.webp,900,40,200,200
;裸
別顔_裸_通常_95,95_isaac.webp,100,440,200,200
別顔_裸_笑顔_95,95_isaac.webp,500,440,200,200
別顔_裸_憤怒_95,95_isaac.webp,900,440,200,200
;差分

;------------------------------------------------------------
;96_雷鼓
;------------------------------------------------------------
;服
別顔2_服_通常_96,96_isaac.webp,100,40,200,200
別顔2_服_笑顔_96,96_isaac.webp,500,40,200,200
別顔2_服_憤怒_96,96_isaac.webp,900,40,200,200
;裸
別顔2_裸_通常_96,96_isaac.webp,100,440,200,200
別顔2_裸_笑顔_96,96_isaac.webp,500,440,200,200
別顔2_裸_憤怒_96,96_isaac.webp,900,440,200,200
;差分

;------------------------------------------------------------
;97_正邪
;------------------------------------------------------------
;服
別顔3_服_通常_97,97_isaac.webp,100,40,200,200
別顔3_服_笑顔_97,97_isaac.webp,500,40,200,200
別顔3_服_憤怒_97,97_isaac.webp,900,40,200,200
;裸
別顔3_裸_通常_97,97_isaac.webp,100,440,200,200
別顔3_裸_笑顔_97,97_isaac.webp,500,440,200,200
別顔3_裸_憤怒_97,97_isaac.webp,900,440,200,200
;差分
別顔3_服_バニー_通常_97,97_isaac.webp,100,840,200,200
別顔3_服_バニー_笑顔_97,97_isaac.webp,500,840,200,200
別顔3_服_バニー_憤怒_97,97_isaac.webp,900,840,200,200
別顔3_服_バニー_発情_97,97_isaac.webp,100,1240,200,200
別顔3_巨乳服_バニー_通常_97,97_isaac.webp,100,840,200,200
別顔3_巨乳服_バニー_笑顔_97,97_isaac.webp,500,840,200,200
別顔3_巨乳服_バニー_憤怒_97,97_isaac.webp,900,840,200,200
別顔3_巨乳服_バニー_発情_97,97_isaac.webp,100,1240,200,200

;------------------------------------------------------------
;98_依姫
;------------------------------------------------------------
;服
別顔_服_通常_98,98_isaac.webp,100,40,200,200
別顔_服_笑顔_98,98_isaac.webp,500,40,200,200
別顔_服_憤怒_98,98_isaac.webp,900,40,200,200
;裸
別顔_裸_通常_98,98_isaac.webp,100,440,200,200
別顔_裸_笑顔_98,98_isaac.webp,500,440,200,200
別顔_裸_憤怒_98,98_isaac.webp,900,440,200,200
;差分
;特殊服装
別顔_服_逆バニー_通常_98,98_isaac.webp,100,840,200,200
別顔_服_逆バニー_笑顔_98,98_isaac.webp,500,840,200,200
別顔_服_逆バニー_憤怒_98,98_isaac.webp,900,840,200,200
別顔_服_逆バニー_発情_98,98_isaac.webp,100,1240,200,200
;------------------------------------------------------------
;99_豊姫
;------------------------------------------------------------
;服
別顔2_服_通常_99,99_isaac.webp,100,40,200,200
別顔2_服_笑顔_99,99_isaac.webp,500,40,200,200
別顔2_服_憤怒_99,99_isaac.webp,900,40,200,200
;裸
別顔2_裸_通常_99,99_isaac.webp,100,440,200,200
別顔2_裸_笑顔_99,99_isaac.webp,500,440,200,200
別顔2_裸_憤怒_99,99_isaac.webp,900,440,200,200
;特殊服装
別顔2_服_バニー_通常_99,99_isaac.webp,100,840,200,200
別顔2_服_バニー_笑顔_99,99_isaac.webp,500,840,200,200
別顔2_服_バニー_憤怒_99,99_isaac.webp,900,840,200,200
別顔2_服_バニー_発情_99,99_isaac.webp,100,1240,200,200
;差分

;------------------------------------------------------------
;100_鈴仙二號
;------------------------------------------------------------
;服
別顔2_服_通常_100,100_isaac.webp,100,40,200,200
別顔2_服_笑顔_100,100_isaac.webp,500,40,200,200
別顔2_服_憤怒_100,100_isaac.webp,900,40,200,200
;裸
別顔2_裸_通常_100,100_isaac.webp,100,440,200,200
別顔2_裸_笑顔_100,100_isaac.webp,500,440,200,200
別顔2_裸_憤怒_100,100_isaac.webp,900,440,200,200
;差分
別顔2_服_バニー_通常_100,100_isaac.webp,100,840,200,200
別顔2_服_バニー_笑顔_100,100_isaac.webp,500,840,200,200
別顔2_服_バニー_憤怒_100,100_isaac.webp,900,840,200,200
別顔2_服_バニー_発情_100,100_isaac.webp,100,1240,200,200

;------------------------------------------------------------
;101_朱鷺子
;------------------------------------------------------------
;服
別顔_服_通常_101,101_isaac.webp,100,40,200,200
別顔_服_笑顔_101,101_isaac.webp,500,40,200,200
別顔_服_憤怒_101,101_isaac.webp,900,40,200,200
;裸
別顔_裸_通常_101,101_isaac.webp,100,440,200,200
別顔_裸_笑顔_101,101_isaac.webp,500,440,200,200
別顔_裸_憤怒_101,101_isaac.webp,900,440,200,200
;差分

;------------------------------------------------------------
;102_神綺
;------------------------------------------------------------
;服
別顔2_服_通常_102,102_isaac.webp,100,40,200,200
別顔2_服_笑顔_102,102_isaac.webp,500,40,200,200
別顔2_服_憤怒_102,102_isaac.webp,900,40,200,200
;裸
別顔2_裸_通常_102,102_isaac.webp,100,440,200,200
別顔2_裸_笑顔_102,102_isaac.webp,500,440,200,200
別顔2_裸_憤怒_102,102_isaac.webp,900,440,200,200
;差分

;------------------------------------------------------------
;103_夢子
;------------------------------------------------------------
;服
別顔_服_通常_103,103_isaac.webp,100,40,200,200
別顔_服_笑顔_103,103_isaac.webp,500,40,200,200
別顔_服_憤怒_103,103_isaac.webp,900,40,200,200
;裸
別顔_裸_通常_103,103_isaac.webp,100,440,200,200
別顔_裸_笑顔_103,103_isaac.webp,500,440,200,200
別顔_裸_憤怒_103,103_isaac.webp,900,440,200,200
;差分

;------------------------------------------------------------
;104_雪
;------------------------------------------------------------
;服
別顔2_服_通常_104,104_isaac.webp,100,40,200,200
別顔2_服_笑顔_104,104_isaac.webp,500,40,200,200
別顔2_服_憤怒_104,104_isaac.webp,900,40,200,200
;裸
別顔2_裸_通常_104,104_isaac.webp,100,440,200,200
別顔2_裸_笑顔_104,104_isaac.webp,500,440,200,200
別顔2_裸_憤怒_104,104_isaac.webp,900,440,200,200
;差分

;------------------------------------------------------------
;105_舞?
;------------------------------------------------------------
;服
別顔2_服_通常_105,105_isaac.webp,100,40,200,200
別顔2_服_笑顔_105,105_isaac.webp,500,40,200,200
別顔2_服_憤怒_105,105_isaac.webp,900,40,200,200
;裸
別顔2_裸_通常_105,105_isaac.webp,100,440,200,200
別顔2_裸_笑顔_105,105_isaac.webp,500,440,200,200
別顔2_裸_憤怒_105,105_isaac.webp,900,440,200,200
;差分

;------------------------------------------------------------
;106_董子
;------------------------------------------------------------
;服
別顔_服_通常_106,106_isaac.webp,100,40,200,200
別顔_服_笑顔_106,106_isaac.webp,500,40,200,200
別顔_服_憤怒_106,106_isaac.webp,900,40,200,200
;裸
別顔_裸_通常_106,106_isaac.webp,100,440,200,200
別顔_裸_笑顔_106,106_isaac.webp,500,440,200,200
別顔_裸_憤怒_106,106_isaac.webp,900,440,200,200
;差分

;------------------------------------------------------------
;107_清蘭
;------------------------------------------------------------
;服
別顔2_服_通常_107,107_isaac.webp,100,40,200,200
別顔2_服_笑顔_107,107_isaac.webp,500,40,200,200
別顔2_服_憤怒_107,107_isaac.webp,900,40,200,200
;裸
別顔2_裸_通常_107,107_isaac.webp,100,440,200,200
別顔2_裸_笑顔_107,107_isaac.webp,500,440,200,200
別顔2_裸_憤怒_107,107_isaac.webp,900,440,200,200
;差分
別顔2_服_バニー_通常_107,107_isaac.webp,100,840,200,200
別顔2_服_バニー_笑顔_107,107_isaac.webp,500,840,200,200
別顔2_服_バニー_憤怒_107,107_isaac.webp,900,840,200,200
別顔2_服_バニー_発情_107,107_isaac.webp,100,1240,200,200

;------------------------------------------------------------
;108_鈴瑚
;------------------------------------------------------------
;服
別顔2_服_通常_108,108_isaac.webp,100,40,200,200
別顔2_服_笑顔_108,108_isaac.webp,500,40,200,200
別顔2_服_憤怒_108,108_isaac.webp,900,40,200,200
;裸
別顔2_裸_通常_108,108_isaac.webp,100,440,200,200
別顔2_裸_笑顔_108,108_isaac.webp,500,440,200,200
別顔2_裸_憤怒_108,108_isaac.webp,900,440,200,200
;差分
別顔2_服_バニー_通常_108,108_isaac.webp,100,840,200,200
別顔2_服_バニー_笑顔_108,108_isaac.webp,500,840,200,200
別顔2_服_バニー_憤怒_108,108_isaac.webp,900,840,200,200
別顔2_服_バニー_発情_108,108_isaac.webp,100,1240,200,200

;------------------------------------------------------------
;109_ドレミ―
;------------------------------------------------------------
;服
別顔2_服_通常_109,109_isaac.webp,100,40,200,200
別顔2_服_笑顔_109,109_isaac.webp,500,40,200,200
別顔2_服_憤怒_109,109_isaac.webp,900,40,200,200
;裸
別顔2_裸_通常_109,109_isaac.webp,100,440,200,200
別顔2_裸_笑顔_109,109_isaac.webp,500,440,200,200
別顔2_裸_憤怒_109,109_isaac.webp,900,440,200,200
;差分
別顔2_服_バニー_通常_109,109_isaac.webp,100,840,200,200
別顔2_服_バニー_笑顔_109,109_isaac.webp,500,840,200,200
別顔2_服_バニー_憤怒_109,109_isaac.webp,900,840,200,200
別顔2_服_バニー_発情_109,109_isaac.webp,100,1240,200,200
;------------------------------------------------------------
;110_探女
;------------------------------------------------------------
;服
別顔_服_通常_110,110_isaac.webp,100,40,200,200
別顔_服_笑顔_110,110_isaac.webp,500,40,200,200
別顔_服_憤怒_110,110_isaac.webp,900,40,200,200
;裸
別顔_裸_通常_110,110_isaac.webp,100,440,200,200
別顔_裸_笑顔_110,110_isaac.webp,500,440,200,200
別顔_裸_憤怒_110,110_isaac.webp,900,440,200,200
;差分
別顔_服_バニー_通常_110,110_isaac_bunny.webp,100,40,200,200
別顔_服_バニー_笑顔_110,110_isaac_bunny.webp,500,40,200,200
別顔_服_バニー_憤怒_110,110_isaac_bunny.webp,900,40,200,200
別顔_服_バニー_発情_110,110_isaac_bunny.webp,1300,40,200,200
別顔_裸_バニー_通常_110,110_isaac_bunny.webp,100,440,200,200
別顔_裸_バニー_笑顔_110,110_isaac_bunny.webp,500,440,200,200
別顔_裸_バニー_憤怒_110,110_isaac_bunny.webp,900,440,200,200
別顔_裸_バニー_発情_110,110_isaac_bunny.webp,1300,440,200,200
;------------------------------------------------------------
;111_克勞恩皮絲
;------------------------------------------------------------
;服
別顔2_服_通常_111,111_isaac.webp,100,40,200,200
別顔2_服_笑顔_111,111_isaac.webp,500,40,200,200
別顔2_服_憤怒_111,111_isaac.webp,900,40,200,200
別顔2_服_発情_111,111_isaac.webp,1300,40,200,200
;裸
別顔2_裸_通常_111,111_isaac.webp,100,440,200,200
別顔2_裸_笑顔_111,111_isaac.webp,500,440,200,200
別顔2_裸_憤怒_111,111_isaac.webp,900,440,200,200
別顔2_裸_発情_111,111_isaac.webp,1300,440,200,200
;差分
別顔2_服_バニー_通常_111,111_isaac.webp,100,840,200,200
別顔2_服_バニー_笑顔_111,111_isaac.webp,500,840,200,200
別顔2_服_バニー_憤怒_111,111_isaac.webp,900,840,200,200
別顔2_服_バニー_発情_111,111_isaac.webp,1300,840,200,200

;------------------------------------------------------------
;112_純狐
;------------------------------------------------------------
;服
別顔3_服_通常_112,112_isaac.webp,100,40,200,200
別顔3_服_笑顔_112,112_isaac.webp,500,40,200,200
別顔3_服_憤怒_112,112_isaac.webp,900,40,200,200
別顔3_服_発情_112,112_isaac.webp,1300,40,200,200
;裸
別顔3_裸_通常_112,112_isaac.webp,100,440,200,200
別顔3_裸_笑顔_112,112_isaac.webp,500,440,200,200
別顔3_裸_憤怒_112,112_isaac.webp,900,440,200,200
別顔3_裸_発情_112,112_isaac.webp,1300,440,200,200
;差分
別顔3_服_バニー_通常_112,112_isaac.webp,100,840,200,200
別顔3_服_バニー_笑顔_112,112_isaac.webp,500,840,200,200
別顔3_服_バニー_憤怒_112,112_isaac.webp,900,840,200,200
別顔3_服_バニー_発情_112,112_isaac.webp,1300,840,200,200

;------------------------------------------------------------
;113_赫喀提亞
;------------------------------------------------------------
;服
別顔2_服_通常_113,113_isaac.webp,100,40,200,200
別顔2_服_笑顔_113,113_isaac.webp,500,40,200,200
別顔2_服_憤怒_113,113_isaac.webp,900,40,200,200
;裸
別顔2_裸_通常_113,113_isaac.webp,100,440,200,200
別顔2_裸_笑顔_113,113_isaac.webp,500,440,200,200
別顔2_裸_憤怒_113,113_isaac.webp,900,440,200,200
;差分(青)
別顔2_服_通常_113_青,113_isaac.webp,100,840,200,200
別顔2_服_笑顔_113_青,113_isaac.webp,500,840,200,200
別顔2_服_憤怒_113_青,113_isaac.webp,460,840,200,200
;差分(黄)
別顔2_服_通常_113_黄,113_isaac.webp,100,1640,200,200
別顔2_服_笑顔_113_黄,113_isaac.webp,500,1640,200,200
別顔2_服_憤怒_113_黄,113_isaac.webp,900,1640,200,200
;差分(バニー?赤)
別顔2_服_バニー_通常_113,113_isaac_bunny.webp,100,40,200,200
別顔2_服_バニー_笑顔_113,113_isaac_bunny.webp,500,40,200,200
別顔2_服_バニー_憤怒_113,113_isaac_bunny.webp,900,40,200,200
別顔2_服_バニー_発情_113,113_isaac_bunny.webp,1300,40,200,200

別顔2_裸_通常_113_青,113_isaac.webp,100,1240,200,200
別顔2_裸_笑顔_113_青,113_isaac.webp,500,1240,200,200
別顔2_裸_憤怒_113_青,113_isaac.webp,900,1240,200,200
別顔2_裸_通常_113_黄,113_isaac.webp,100,2040,200,200
別顔2_裸_笑顔_113_黄,113_isaac.webp,500,2040,200,200
別顔2_裸_憤怒_113_黄,113_isaac.webp,900,2040,200,200

;------------------------------------------------------------
;114_胡桃
;------------------------------------------------------------
;服
別顔_服_通常_114,114_isaac.webp,100,40,200,200
別顔_服_笑顔_114,114_isaac.webp,500,40,200,200
別顔_服_憤怒_114,114_isaac.webp,900,40,200,200
;裸
別顔_裸_通常_114,114_isaac.webp,100,440,200,200
別顔_裸_笑顔_114,114_isaac.webp,500,440,200,200
別顔_裸_憤怒_114,114_isaac.webp,900,440,200,200
;差分

;------------------------------------------------------------
;115_艾麗
;------------------------------------------------------------
;服
別顔_服_通常_115,115_isaac.webp,100,40,200,200
別顔_服_笑顔_115,115_isaac.webp,500,40,200,200
別顔_服_憤怒_115,115_isaac.webp,900,40,200,200
;裸
別顔_裸_通常_115,115_isaac.webp,100,440,200,200
別顔_裸_笑顔_115,115_isaac.webp,500,440,200,200
別顔_裸_憤怒_115,115_isaac.webp,900,440,200,200
;差分

;------------------------------------------------------------
;116_夢月
;------------------------------------------------------------
;服
別顔3_服_通常_116,116_isaac.webp,100,40,200,200
別顔3_服_笑顔_116,116_isaac.webp,500,40,200,200
別顔3_服_憤怒_116,116_isaac.webp,900,40,200,200
;裸
別顔3_裸_通常_116,116_isaac.webp,100,440,200,200
別顔3_裸_笑顔_116,116_isaac.webp,500,440,200,200
別顔3_裸_憤怒_116,116_isaac.webp,900,440,200,200
;差分

;------------------------------------------------------------
;117_幻月
;------------------------------------------------------------
;服
別顔3_服_通常_117,117_isaac.webp,100,40,200,200
別顔3_服_笑顔_117,117_isaac.webp,500,40,200,200
別顔3_服_憤怒_117,117_isaac.webp,900,40,200,200
;裸
別顔3_裸_通常_117,117_isaac.webp,100,440,200,200
別顔3_裸_笑顔_117,117_isaac.webp,500,440,200,200
別顔3_裸_憤怒_117,117_isaac.webp,900,440,200,200
;差分

;------------------------------------------------------------
;118_拉瓦爾
;------------------------------------------------------------
;服
別顔_服_通常_118,118_isaac.webp,100,40,200,200
別顔_服_笑顔_118,118_isaac.webp,500,40,200,200
別顔_服_憤怒_118,118_isaac.webp,900,40,200,200
;裸
別顔_裸_通常_118,118_isaac.webp,100,440,200,200
別顔_裸_笑顔_118,118_isaac.webp,500,440,200,200
別顔_裸_憤怒_118,118_isaac.webp,900,440,200,200
;差分

;------------------------------------------------------------
;119_合歡乃
;------------------------------------------------------------
;服
別顔_服_通常_119,119_isaac.webp,100,40,200,200
別顔_服_笑顔_119,119_isaac.webp,500,40,200,200
別顔_服_憤怒_119,119_isaac.webp,900,40,200,200
;裸
別顔_裸_通常_119,119_isaac.webp,100,440,200,200
別顔_裸_笑顔_119,119_isaac.webp,500,440,200,200
別顔_裸_憤怒_119,119_isaac.webp,900,440,200,200
;差分

;------------------------------------------------------------
;120_阿吽
;------------------------------------------------------------
;服
別顔4_服_通常_120,120_isaac.webp,100,40,200,200
別顔4_服_笑顔_120,120_isaac.webp,500,40,200,200
別顔4_服_憤怒_120,120_isaac.webp,900,40,200,200
;裸
別顔4_裸_通常_120,120_isaac.webp,100,440,200,200
別顔4_裸_笑顔_120,120_isaac.webp,500,440,200,200
別顔4_裸_憤怒_120,120_isaac.webp,900,440,200,200
;差分

;------------------------------------------------------------
;121_成美
;------------------------------------------------------------
;服
別顔_服_通常_121,121_isaac.webp,100,40,200,200
別顔_服_笑顔_121,121_isaac.webp,500,40,200,200
別顔_服_憤怒_121,121_isaac.webp,900,40,200,200
;裸
別顔_裸_通常_121,121_isaac.webp,100,440,200,200
別顔_裸_笑顔_121,121_isaac.webp,500,440,200,200
別顔_裸_憤怒_121,121_isaac.webp,900,440,200,200
;差分

;------------------------------------------------------------
;122_舞
;------------------------------------------------------------
;服
別顔2_服_通常_122,122_isaac.webp,100,40,200,200
別顔2_服_笑顔_122,122_isaac.webp,500,40,200,200
別顔2_服_憤怒_122,122_isaac.webp,900,40,200,200
;裸
別顔2_裸_通常_122,122_isaac.webp,100,440,200,200
別顔2_裸_笑顔_122,122_isaac.webp,500,440,200,200
別顔2_裸_憤怒_122,122_isaac.webp,900,440,200,200
;差分

;------------------------------------------------------------
;123_里乃
;------------------------------------------------------------
;服
別顔2_服_通常_123,123_isaac.webp,100,40,200,200
別顔2_服_笑顔_123,123_isaac.webp,500,40,200,200
別顔2_服_憤怒_123,123_isaac.webp,900,40,200,200
;裸
別顔2_裸_通常_123,123_isaac.webp,100,440,200,200
別顔2_裸_笑顔_123,123_isaac.webp,500,440,200,200
別顔2_裸_憤怒_123,123_isaac.webp,900,440,200,200
;差分

;------------------------------------------------------------
;124_隠岐奈
;------------------------------------------------------------
;服
別顔2_服_通常_124,124_isaac.webp,100,40,200,200
別顔2_服_笑顔_124,124_isaac.webp,500,40,200,200
別顔2_服_憤怒_124,124_isaac.webp,900,40,200,200
;裸
別顔2_裸_通常_124,124_isaac.webp,100,440,200,200
別顔2_裸_笑顔_124,124_isaac.webp,500,440,200,200
別顔2_裸_憤怒_124,124_isaac.webp,900,440,200,200
;差分

;------------------------------------------------------------
;125_女苑
;------------------------------------------------------------
;服
別顔_服_通常_125,125_isaac.webp,100,40,200,200
別顔_服_笑顔_125,125_isaac.webp,500,40,200,200
別顔_服_憤怒_125,125_isaac.webp,900,40,200,200
;裸
別顔_裸_通常_125,125_isaac.webp,100,440,200,200
別顔_裸_笑顔_125,125_isaac.webp,500,440,200,200
別顔_裸_憤怒_125,125_isaac.webp,900,440,200,200
;差分

;------------------------------------------------------------
;126_紫苑
;------------------------------------------------------------
;服
別顔_服_通常_126,126_isaac.webp,100,40,200,200
別顔_服_笑顔_126,126_isaac.webp,500,40,200,200
別顔_服_憤怒_126,126_isaac.webp,900,40,200,200
;裸
別顔_裸_通常_126,126_isaac.webp,100,440,200,200
別顔_裸_笑顔_126,126_isaac.webp,500,440,200,200
別顔_裸_憤怒_126,126_isaac.webp,900,440,200,200
;差分

;------------------------------------------------------------
;127_瓔花
;------------------------------------------------------------
;服
別顔_服_通常_127,127_isaac.webp,100,40,200,200
別顔_服_笑顔_127,127_isaac.webp,500,40,200,200
別顔_服_憤怒_127,127_isaac.webp,900,40,200,200
;裸
別顔_裸_通常_127,127_isaac.webp,100,440,200,200
別顔_裸_笑顔_127,127_isaac.webp,500,440,200,200
別顔_裸_憤怒_127,127_isaac.webp,900,440,200,200
;巨乳差分
別顔_巨乳服_通常_127,127_isaac_huge.webp,100,40,200,200
別顔_巨乳服_笑顔_127,127_isaac_huge.webp,500,40,200,200
別顔_巨乳服_憤怒_127,127_isaac_huge.webp,900,40,200,200
別顔_巨乳裸_通常_127,127_isaac_huge.webp,100,440,200,200
別顔_巨乳裸_笑顔_127,127_isaac_huge.webp,500,440,200,200
別顔_巨乳裸_憤怒_127,127_isaac_huge.webp,900,440,200,200

;------------------------------------------------------------
;128_潤美
;------------------------------------------------------------
;服
別顔_服_通常_128,128_isaac.webp,100,40,200,200
別顔_服_笑顔_128,128_isaac.webp,500,40,200,200
別顔_服_憤怒_128,128_isaac.webp,900,40,200,200
;裸
別顔_裸_通常_128,128_isaac.webp,100,440,200,200
別顔_裸_笑顔_128,128_isaac.webp,500,440,200,200
別顔_裸_憤怒_128,128_isaac.webp,900,440,200,200
;差分

;------------------------------------------------------------
;129_久侘歌
;------------------------------------------------------------
;服
別顔_服_通常_129,129_isaac.webp,100,40,200,200
別顔_服_笑顔_129,129_isaac.webp,500,40,200,200
別顔_服_憤怒_129,129_isaac.webp,900,40,200,200
;裸
別顔_裸_通常_129,129_isaac.webp,100,440,200,200
別顔_裸_笑顔_129,129_isaac.webp,500,440,200,200
別顔_裸_憤怒_129,129_isaac.webp,900,440,200,200
;差分

;------------------------------------------------------------
;130_八千慧
;------------------------------------------------------------
;服
別顔_服_通常_130,130_isaac.webp,100,40,200,200
別顔_服_笑顔_130,130_isaac.webp,500,40,200,200
別顔_服_憤怒_130,130_isaac.webp,900,40,200,200
;裸
別顔_裸_通常_130,130_isaac.webp,100,440,200,200
別顔_裸_笑顔_130,130_isaac.webp,500,440,200,200
別顔_裸_憤怒_130,130_isaac.webp,900,440,200,200
;差分

;------------------------------------------------------------
;131_磨弓
;------------------------------------------------------------
;服
別顔_服_通常_131,131_isaac.webp,100,40,200,200
別顔_服_笑顔_131,131_isaac.webp,500,40,200,200
別顔_服_憤怒_131,131_isaac.webp,900,40,200,200
;裸
別顔_裸_通常_131,131_isaac.webp,100,440,200,200
別顔_裸_笑顔_131,131_isaac.webp,500,440,200,200
別顔_裸_憤怒_131,131_isaac.webp,900,440,200,200
;差分

;------------------------------------------------------------
;132_袿姫
;------------------------------------------------------------
;服
別顔_服_通常_132,132_isaac.webp,100,40,200,200
別顔_服_笑顔_132,132_isaac.webp,500,40,200,200
別顔_服_憤怒_132,132_isaac.webp,900,40,200,200
;裸
別顔_裸_通常_132,132_isaac.webp,100,440,200,200
別顔_裸_笑顔_132,132_isaac.webp,500,440,200,200
別顔_裸_憤怒_132,132_isaac.webp,900,440,200,200
;差分

;------------------------------------------------------------
;133_早鬼
;------------------------------------------------------------
;服
別顔_服_通常_133,133_isaac.webp,100,40,200,200
別顔_服_笑顔_133,133_isaac.webp,500,40,200,200
別顔_服_憤怒_133,133_isaac.webp,900,40,200,200
;裸
別顔_裸_通常_133,133_isaac.webp,100,440,200,200
別顔_裸_笑顔_133,133_isaac.webp,500,440,200,200
別顔_裸_憤怒_133,133_isaac.webp,900,440,200,200
;差分

;------------------------------------------------------------
;134_美宵
;------------------------------------------------------------
;服
別顔_服_通常_134,134_isaac.webp,100,40,200,200
別顔_服_笑顔_134,134_isaac.webp,500,40,200,200
別顔_服_憤怒_134,134_isaac.webp,900,40,200,200
別顔_服_発情_134,134_isaac.webp,1300,40,200,200
;裸
別顔_裸_通常_134,134_isaac.webp,100,440,200,200
別顔_裸_笑顔_134,134_isaac.webp,500,440,200,200
別顔_裸_憤怒_134,134_isaac.webp,900,440,200,200
別顔_裸_発情_134,134_isaac.webp,1300,440,200,200
;特殊服装
別顔_服_作業_通常_134,134_isaac.webp,100,840,200,200
別顔_服_作業_笑顔_134,134_isaac.webp,500,840,200,200
別顔_服_作業_憤怒_134,134_isaac.webp,900,840,200,200
別顔_服_作業_お星_134,134_isaac.webp,1300,840,200,200
;差分
;別顔_服_爆乳拆分_134,134_isaac.webp,100,40,200,200
;別顔_裸_爆乳拆分_134,134_isaac.webp,100,440,200,200

;------------------------------------------------------------
;135_三花
;------------------------------------------------------------
;服
別顔2_服_通常_135,135_isaac.webp,100,40,200,200
別顔2_服_笑顔_135,135_isaac.webp,500,40,200,200
別顔2_服_憤怒_135,135_isaac.webp,900,40,200,200
;裸
別顔2_裸_通常_135,135_isaac.webp,100,440,200,200
別顔2_裸_笑顔_135,135_isaac.webp,500,440,200,200
別顔2_裸_憤怒_135,135_isaac.webp,900,440,200,200
;差分

;------------------------------------------------------------
;136_高岭
;------------------------------------------------------------
;服
別顔_服_通常_136,136_isaac.webp,100,40,200,200
別顔_服_笑顔_136,136_isaac.webp,500,40,200,200
別顔_服_憤怒_136,136_isaac.webp,900,40,200,200
;裸
別顔_裸_通常_136,136_isaac.webp,100,440,200,200
別顔_裸_笑顔_136,136_isaac.webp,500,440,200,200
別顔_裸_憤怒_136,136_isaac.webp,900,440,200,200
;差分

;------------------------------------------------------------
;137_駒草
;------------------------------------------------------------
;服
別顔_服_通常_137,137_isaac.webp,100,40,200,200
別顔_服_笑顔_137,137_isaac.webp,500,40,200,200
別顔_服_憤怒_137,137_isaac.webp,900,40,200,200
;裸
別顔_裸_通常_137,137_isaac.webp,100,440,200,200
別顔_裸_笑顔_137,137_isaac.webp,500,440,200,200
別顔_裸_憤怒_137,137_isaac.webp,900,440,200,200
;差分

;------------------------------------------------------------
;138_魅須丸
;------------------------------------------------------------
;服
別顔_服_通常_138,138_isaac.webp,100,40,200,200
別顔_服_笑顔_138,138_isaac.webp,500,40,200,200
別顔_服_憤怒_138,138_isaac.webp,900,40,200,200
;裸
別顔_裸_通常_138,138_isaac.webp,100,440,200,200
別顔_裸_笑顔_138,138_isaac.webp,500,440,200,200
別顔_裸_憤怒_138,138_isaac.webp,900,440,200,200
;差分

;------------------------------------------------------------
;139_典
;------------------------------------------------------------
;服
別顔3_服_通常_139,139_isaac.webp,100,40,200,200
別顔3_服_笑顔_139,139_isaac.webp,500,40,200,200
別顔3_服_憤怒_139,139_isaac.webp,900,40,200,200
別顔3_服_発情_139,139_isaac.webp,1300,40,200,200
別顔3_巨乳服_通常_139,139_isaac_huge.webp,100,40,200,200
別顔3_巨乳服_笑顔_139,139_isaac_huge.webp,500,40,200,200
別顔3_巨乳服_憤怒_139,139_isaac_huge.webp,900,40,200,200
別顔3_巨乳服_発情_139,139_isaac_huge.webp,1300,40,200,200
;裸
別顔3_裸_通常_139,139_isaac.webp,100,440,200,200
別顔3_裸_笑顔_139,139_isaac.webp,500,440,200,200
別顔3_裸_憤怒_139,139_isaac.webp,900,440,200,200
別顔3_裸_発情_139,139_isaac.webp,1300,440,200,200
別顔3_巨乳裸_通常_139,139_isaac_huge.webp,100,440,200,200
別顔3_巨乳裸_笑顔_139,139_isaac_huge.webp,500,440,200,200
別顔3_巨乳裸_憤怒_139,139_isaac_huge.webp,900,440,200,200
別顔3_巨乳裸_発情_139,139_isaac_huge.webp,1300,440,200,200
;差分
別顔3_妊娠裸_通常_139,139_isaac.webp,100,840,200,200
別顔3_妊娠裸_笑顔_139,139_isaac.webp,500,840,200,200
別顔3_妊娠裸_憤怒_139,139_isaac.webp,900,840,200,200
別顔3_妊娠裸_発情_139,139_isaac.webp,1300,840,200,200
